battle_id,category,model,value
battle_06737,Hard Prompt,claude-opus-4-20250514-thinking-16k,0
battle_06737,Hard Prompt,grok-3-preview-02-24,1
battle_06738,Hard Prompt,gemini-2.5-pro-preview-05-06,0
battle_06738,Hard Prompt,claude-opus-4-20250514,1
battle_06739,Hard Prompt,grok-3-preview-02-24,0
battle_06739,Hard Prompt,o3-2025-04-16,1
battle_06740,Hard Prompt,grok-3-preview-02-24,0
battle_06740,Hard Prompt,gemini-2.5-pro-preview-05-06,1
battle_06741,Hard Prompt,o3-2025-04-16,0
battle_06741,Hard Prompt,kimi-k2-0711-preview,1
battle_06742,Hard Prompt,chatgpt-4o-latest-20250326,1
battle_06742,Hard Prompt,claude-opus-4-20250514-thinking-16k,0
battle_06743,Hard Prompt,claude-opus-4-20250514,1
battle_06743,Hard Prompt,gemini-2.5-pro,0
battle_06744,Hard Prompt,llama-4-maverick-03-26-experimental,0
battle_06744,Hard Prompt,chatgpt-4o-latest-20250326,1
battle_06745,Hard Prompt,gemini-2.5-pro-preview-03-25,1
battle_06745,Hard Prompt,grok-3-preview-02-24,0
battle_06746,Hard Prompt,grok-4-0709,0
battle_06746,Hard Prompt,qwen3-235b-a22b-no-thinking,1
battle_06747,Hard Prompt,grok-3-preview-02-24,1
battle_06747,Hard Prompt,claude-opus-4-20250514-thinking-16k,0
battle_06748,Hard Prompt,grok-3-preview-02-24,0
battle_06748,Hard Prompt,gemini-2.5-pro-preview-05-06,1
battle_06749,Hard Prompt,gemini-2.5-flash-preview-04-17,0
battle_06749,Hard Prompt,claude-opus-4-20250514-thinking-16k,1
battle_06750,Hard Prompt,gemini-2.5-flash-preview-04-17,0
battle_06750,Hard Prompt,o3-2025-04-16,1
battle_06751,Hard Prompt,grok-3-preview-02-24,1
battle_06751,Hard Prompt,gemini-2.5-flash,0
battle_06752,Hard Prompt,gemini-2.5-flash,1
battle_06752,Hard Prompt,claude-opus-4-20250514,0
battle_06753,Hard Prompt,deepseek-r1-0528,0
battle_06753,Hard Prompt,o3-2025-04-16,1
battle_06754,Hard Prompt,claude-opus-4-20250514-thinking-16k,0
battle_06754,Hard Prompt,deepseek-r1-0528,1
battle_06755,Hard Prompt,gemini-2.5-pro-preview-05-06,0
battle_06755,Hard Prompt,gemini-2.5-pro,1
battle_06756,Hard Prompt,gemini-2.5-flash,1
battle_06756,Hard Prompt,qwen3-235b-a22b-no-thinking,0
battle_06757,Hard Prompt,gemini-2.5-pro,1
battle_06757,Hard Prompt,o3-2025-04-16,0
battle_06758,Hard Prompt,deepseek-r1-0528,0
battle_06758,Hard Prompt,kimi-k2-0711-preview,1
battle_06759,Hard Prompt,chatgpt-4o-latest-20250326,1
battle_06759,Hard Prompt,deepseek-r1-0528,0
battle_06760,Hard Prompt,o3-2025-04-16,1
battle_06760,Hard Prompt,deepseek-r1-0528,0
battle_06761,Hard Prompt,claude-opus-4-20250514,1
battle_06761,Hard Prompt,gemini-2.5-flash,0
battle_06762,Hard Prompt,claude-opus-4-20250514,0
battle_06762,Hard Prompt,qwen3-235b-a22b-no-thinking,1
battle_06763,Hard Prompt,gemini-2.5-pro,0
battle_06763,Hard Prompt,claude-opus-4-20250514-thinking-16k,1
battle_06764,Hard Prompt,claude-opus-4-20250514,1
battle_06764,Hard Prompt,deepseek-r1-0528,0
battle_06765,Hard Prompt,gemini-2.5-pro,1
battle_06765,Hard Prompt,gemini-2.5-flash,0
battle_06766,Hard Prompt,kimi-k2-0711-preview,1
battle_06766,Hard Prompt,gemini-2.5-flash,0
battle_06767,Hard Prompt,gemini-2.5-flash-preview-04-17,1
battle_06767,Hard Prompt,o3-2025-04-16,0
battle_06768,Hard Prompt,o3-2025-04-16,0
battle_06768,Hard Prompt,deepseek-r1-0528,1
battle_06769,Hard Prompt,gemini-2.5-pro-preview-05-06,0
battle_06769,Hard Prompt,claude-opus-4-20250514,1
battle_06770,Hard Prompt,grok-3-preview-02-24,0
battle_06770,Hard Prompt,grok-4-0709,1
battle_06771,Hard Prompt,o3-2025-04-16,0
battle_06771,Hard Prompt,qwen3-235b-a22b-no-thinking,1
battle_06772,Hard Prompt,gemini-2.5-flash-preview-04-17,1
battle_06772,Hard Prompt,claude-opus-4-20250514,0
battle_06773,Hard Prompt,gemini-2.5-flash,1
battle_06773,Hard Prompt,claude-opus-4-20250514,0
battle_06774,Hard Prompt,gemini-2.5-flash,1
battle_06774,Hard Prompt,gemini-2.5-pro,0
battle_06775,Hard Prompt,chatgpt-4o-latest-20250326,1
battle_06775,Hard Prompt,grok-3-preview-02-24,0
battle_06776,Hard Prompt,claude-opus-4-20250514-thinking-16k,0
battle_06776,Hard Prompt,o3-2025-04-16,1
battle_06777,Hard Prompt,gemini-2.5-flash-preview-04-17,0
battle_06777,Hard Prompt,gemini-2.5-pro,1
battle_06778,Hard Prompt,gemini-2.5-pro,0
battle_06778,Hard Prompt,grok-3-preview-02-24,1
battle_06779,Hard Prompt,claude-opus-4-20250514-thinking-16k,1
battle_06779,Hard Prompt,gemini-2.5-pro-preview-05-06,0
battle_06780,Hard Prompt,chatgpt-4o-latest-20250326,0
battle_06780,Hard Prompt,gemini-2.5-flash,1
battle_06781,Hard Prompt,llama-4-maverick-03-26-experimental,1
battle_06781,Hard Prompt,gemini-2.5-flash-preview-04-17,0
battle_06782,Hard Prompt,claude-opus-4-20250514,0
battle_06782,Hard Prompt,llama-4-maverick-03-26-experimental,1
battle_06783,Hard Prompt,claude-opus-4-20250514-thinking-16k,0
battle_06783,Hard Prompt,gemini-2.5-flash-preview-04-17,1
battle_06784,Hard Prompt,deepseek-r1-0528,1
battle_06784,Hard Prompt,gemini-2.5-flash,0
battle_06785,Hard Prompt,claude-opus-4-20250514-thinking-16k,0
battle_06785,Hard Prompt,claude-opus-4-20250514,1
battle_06786,Hard Prompt,o3-2025-04-16,1
battle_06786,Hard Prompt,gemini-2.5-flash-preview-04-17,0
battle_06787,Hard Prompt,gemini-2.5-flash,1
battle_06787,Hard Prompt,o3-2025-04-16,0
battle_06788,Hard Prompt,chatgpt-4o-latest-20250326,1
battle_06788,Hard Prompt,grok-4-0709,0
battle_06789,Hard Prompt,llama-4-maverick-03-26-experimental,1
battle_06789,Hard Prompt,kimi-k2-0711-preview,0
battle_06790,Hard Prompt,grok-3-preview-02-24,1
battle_06790,Hard Prompt,qwen3-235b-a22b-no-thinking,0
battle_06791,Hard Prompt,deepseek-r1-0528,0
battle_06791,Hard Prompt,claude-opus-4-20250514-thinking-16k,1
battle_06792,Hard Prompt,gemini-2.5-flash,1
battle_06792,Hard Prompt,gemini-2.5-pro,0
battle_06793,Hard Prompt,chatgpt-4o-latest-20250326,0
battle_06793,Hard Prompt,gemini-2.5-flash,1
battle_06794,Hard Prompt,claude-opus-4-20250514,1
battle_06794,Hard Prompt,chatgpt-4o-latest-20250326,0
battle_06795,Hard Prompt,gemini-2.5-pro,1
battle_06795,Hard Prompt,o3-2025-04-16,0
battle_06796,Hard Prompt,qwen3-235b-a22b-no-thinking,0
battle_06796,Hard Prompt,gemini-2.5-flash,1
battle_06797,Hard Prompt,o3-2025-04-16,0
battle_06797,Hard Prompt,gemini-2.5-flash,1
battle_06798,Hard Prompt,o3-2025-04-16,1
battle_06798,Hard Prompt,claude-opus-4-20250514,0
battle_06799,Hard Prompt,o3-2025-04-16,0
battle_06799,Hard Prompt,chatgpt-4o-latest-20250326,1
battle_06800,Hard Prompt,gemini-2.5-flash,0
battle_06800,Hard Prompt,o3-2025-04-16,1
battle_06801,Hard Prompt,gemini-2.5-flash,0
battle_06801,Hard Prompt,qwen3-235b-a22b-no-thinking,1
battle_06802,Hard Prompt,o3-2025-04-16,0
battle_06802,Hard Prompt,kimi-k2-0711-preview,1
battle_06803,Hard Prompt,deepseek-r1-0528,1
battle_06803,Hard Prompt,gemini-2.5-pro,0
battle_06804,Hard Prompt,gemini-2.5-flash,0
battle_06804,Hard Prompt,gemini-2.5-pro,1
battle_06805,Hard Prompt,claude-opus-4-20250514-thinking-16k,1
battle_06805,Hard Prompt,deepseek-r1-0528,0
battle_06806,Hard Prompt,kimi-k2-0711-preview,0
battle_06806,Hard Prompt,gemini-2.5-pro,1
battle_06807,Hard Prompt,llama-4-maverick-03-26-experimental,1
battle_06807,Hard Prompt,deepseek-r1-0528,0
battle_06808,Hard Prompt,grok-4-0709,0
battle_06808,Hard Prompt,llama-4-maverick-03-26-experimental,1
battle_06809,Hard Prompt,llama-4-maverick-03-26-experimental,0
battle_06809,Hard Prompt,gemini-2.5-flash,1
battle_06810,Hard Prompt,gemini-2.5-flash,0
battle_06810,Hard Prompt,deepseek-r1-0528,1
battle_06811,Hard Prompt,claude-opus-4-20250514,0
battle_06811,Hard Prompt,gemini-2.5-pro,1
battle_06812,Hard Prompt,chatgpt-4o-latest-20250326,0
battle_06812,Hard Prompt,llama-4-maverick-03-26-experimental,1
battle_06813,Hard Prompt,gemini-2.5-pro,1
battle_06813,Hard Prompt,claude-opus-4-20250514-thinking-16k,0
battle_06814,Hard Prompt,gemini-2.5-pro,1
battle_06814,Hard Prompt,qwen3-235b-a22b-no-thinking,0
battle_06815,Hard Prompt,o3-2025-04-16,1
battle_06815,Hard Prompt,chatgpt-4o-latest-20250326,0
battle_06816,Hard Prompt,gemini-2.5-pro,0
battle_06816,Hard Prompt,o3-2025-04-16,1
battle_06817,Hard Prompt,chatgpt-4o-latest-20250326,1
battle_06817,Hard Prompt,o3-2025-04-16,0
battle_06818,Hard Prompt,gemini-2.5-pro,0
battle_06818,Hard Prompt,llama-4-maverick-03-26-experimental,1
battle_06819,Hard Prompt,grok-4-0709,1
battle_06819,Hard Prompt,llama-4-maverick-03-26-experimental,0
battle_06820,Hard Prompt,llama-4-maverick-03-26-experimental,1
battle_06820,Hard Prompt,claude-opus-4-20250514,0
battle_06821,Hard Prompt,gemini-2.5-flash,0
battle_06821,Hard Prompt,o3-2025-04-16,1
battle_06822,Hard Prompt,gemini-2.5-flash,1
battle_06822,Hard Prompt,kimi-k2-0711-preview,0
battle_06823,Hard Prompt,deepseek-r1-0528,1
battle_06823,Hard Prompt,claude-opus-4-20250514,0
battle_06824,Hard Prompt,qwen3-235b-a22b-no-thinking,0
battle_06824,Hard Prompt,claude-opus-4-20250514-thinking-16k,1
battle_06825,Hard Prompt,claude-opus-4-20250514,1
battle_06825,Hard Prompt,qwen3-235b-a22b-no-thinking,0
battle_06826,Hard Prompt,grok-4-0709,1
battle_06826,Hard Prompt,qwen3-235b-a22b-no-thinking,0
battle_06827,Hard Prompt,o3-2025-04-16,1
battle_06827,Hard Prompt,claude-opus-4-20250514-thinking-16k,0
battle_06828,Hard Prompt,gemini-2.5-flash,1
battle_06828,Hard Prompt,claude-opus-4-20250514,0
battle_06829,Hard Prompt,gemini-2.5-pro-preview-05-06,1
battle_06829,Hard Prompt,gemini-2.5-pro,0
battle_06830,Hard Prompt,chatgpt-4o-latest-20250326,1
battle_06830,Hard Prompt,gemini-2.5-flash,0
battle_06831,Hard Prompt,gemini-2.5-pro,0
battle_06831,Hard Prompt,deepseek-r1-0528,1
battle_06832,Hard Prompt,o3-2025-04-16,0
battle_06832,Hard Prompt,claude-opus-4-20250514,1
battle_06833,Hard Prompt,gemini-2.5-pro,1
battle_06833,Hard Prompt,deepseek-r1-0528,0
battle_06834,Hard Prompt,gemini-2.5-pro,1
battle_06834,Hard Prompt,deepseek-r1-0528,0
battle_06835,Hard Prompt,grok-4-0709,1
battle_06835,Hard Prompt,grok-3-preview-02-24,0
battle_06836,Hard Prompt,claude-opus-4-20250514,0
battle_06836,Hard Prompt,llama-4-maverick-03-26-experimental,1
battle_06837,Hard Prompt,gemini-2.5-pro,1
battle_06837,Hard Prompt,deepseek-r1-0528,0
battle_06838,Hard Prompt,chatgpt-4o-latest-20250326,0
battle_06838,Hard Prompt,claude-opus-4-20250514-thinking-16k,1
battle_06839,Hard Prompt,o3-2025-04-16,0
battle_06839,Hard Prompt,deepseek-r1-0528,1
battle_06840,Hard Prompt,claude-opus-4-20250514,0
battle_06840,Hard Prompt,claude-opus-4-20250514-thinking-16k,1
battle_06841,Hard Prompt,claude-opus-4-20250514,1
battle_06841,Hard Prompt,gemini-2.5-flash,0
battle_06842,Hard Prompt,qwen3-235b-a22b-no-thinking,0
battle_06842,Hard Prompt,grok-3-preview-02-24,1
battle_06843,Hard Prompt,qwen3-235b-a22b-no-thinking,1
battle_06843,Hard Prompt,claude-opus-4-20250514-thinking-16k,0
battle_06844,Hard Prompt,qwen3-235b-a22b-no-thinking,0
battle_06844,Hard Prompt,gemini-2.5-flash,1
battle_06845,Hard Prompt,claude-opus-4-20250514,0
battle_06845,Hard Prompt,grok-3-preview-02-24,1
battle_06846,Hard Prompt,gemini-2.5-flash,0
battle_06846,Hard Prompt,qwen3-235b-a22b-no-thinking,1
battle_06847,Hard Prompt,llama-4-maverick-03-26-experimental,1
battle_06847,Hard Prompt,qwen3-235b-a22b-no-thinking,0
battle_06848,Hard Prompt,chatgpt-4o-latest-20250326,1
battle_06848,Hard Prompt,grok-3-preview-02-24,0
battle_06849,Hard Prompt,gemini-2.5-flash,1
battle_06849,Hard Prompt,chatgpt-4o-latest-20250326,0
battle_06850,Hard Prompt,claude-opus-4-20250514,0
battle_06850,Hard Prompt,chatgpt-4o-latest-20250326,1
battle_06851,Hard Prompt,llama-4-maverick-03-26-experimental,0
battle_06851,Hard Prompt,o3-2025-04-16,1
battle_06852,Hard Prompt,gemini-2.5-flash-preview-04-17,1
battle_06852,Hard Prompt,qwen3-235b-a22b-no-thinking,0
battle_06853,Hard Prompt,claude-opus-4-20250514,0
battle_06853,Hard Prompt,claude-opus-4-20250514-thinking-16k,1
battle_06854,Hard Prompt,gemini-2.5-flash,1
battle_06854,Hard Prompt,qwen3-235b-a22b-no-thinking,0
battle_06855,Hard Prompt,kimi-k2-0711-preview,1
battle_06855,Hard Prompt,claude-opus-4-20250514-thinking-16k,0
battle_06856,Hard Prompt,grok-3-preview-02-24,0
battle_06856,Hard Prompt,gemini-2.5-flash,1
battle_06857,Hard Prompt,o3-2025-04-16,1
battle_06857,Hard Prompt,llama-4-maverick-03-26-experimental,0
battle_06858,Hard Prompt,chatgpt-4o-latest-20250326,0
battle_06858,Hard Prompt,grok-3-preview-02-24,1
battle_06859,Hard Prompt,gemini-2.5-pro,0
battle_06859,Hard Prompt,deepseek-r1-0528,1
battle_06860,Hard Prompt,gemini-2.5-pro-preview-05-06,0
battle_06860,Hard Prompt,gemini-2.5-pro,1
battle_06861,Hard Prompt,chatgpt-4o-latest-20250326,0
battle_06861,Hard Prompt,gemini-2.5-pro,1
battle_06862,Hard Prompt,kimi-k2-0711-preview,1
battle_06862,Hard Prompt,llama-4-maverick-03-26-experimental,0
battle_06863,Hard Prompt,o3-2025-04-16,1
battle_06863,Hard Prompt,kimi-k2-0711-preview,0
battle_06864,Hard Prompt,claude-opus-4-20250514-thinking-16k,1
battle_06864,Hard Prompt,gemini-2.5-pro-preview-05-06,0
battle_06865,Hard Prompt,gemini-2.5-pro-preview-05-06,1
battle_06865,Hard Prompt,qwen3-235b-a22b-no-thinking,0
battle_06866,Hard Prompt,gemini-2.5-flash,0
battle_06866,Hard Prompt,gemini-2.5-pro-preview-05-06,1
battle_06867,Hard Prompt,gemini-2.5-pro,0
battle_06867,Hard Prompt,grok-3-preview-02-24,1
battle_06868,Hard Prompt,gemini-2.5-pro-preview-03-25,0
battle_06868,Hard Prompt,chatgpt-4o-latest-20250326,1
battle_06869,Hard Prompt,o3-2025-04-16,1
battle_06869,Hard Prompt,deepseek-r1-0528,0
battle_06870,Hard Prompt,gemini-2.5-flash-preview-04-17,0
battle_06870,Hard Prompt,llama-4-maverick-03-26-experimental,1
battle_06871,Hard Prompt,qwen3-235b-a22b-no-thinking,1
battle_06871,Hard Prompt,gemini-2.5-flash,0
battle_06872,Hard Prompt,gemini-2.5-pro,1
battle_06872,Hard Prompt,llama-4-maverick-03-26-experimental,0
battle_06873,Hard Prompt,gemini-2.5-flash,1
battle_06873,Hard Prompt,claude-opus-4-20250514-thinking-16k,0
battle_06874,Hard Prompt,gemini-2.5-pro,1
battle_06874,Hard Prompt,o3-2025-04-16,0
battle_06875,Hard Prompt,o3-2025-04-16,0
battle_06875,Hard Prompt,gemini-2.5-pro,1
battle_06876,Hard Prompt,chatgpt-4o-latest-20250326,1
battle_06876,Hard Prompt,gemini-2.5-flash,0
battle_06877,Hard Prompt,o3-2025-04-16,0
battle_06877,Hard Prompt,chatgpt-4o-latest-20250326,1
battle_06878,Hard Prompt,chatgpt-4o-latest-20250326,1
battle_06878,Hard Prompt,claude-opus-4-20250514-thinking-16k,0
battle_06879,Hard Prompt,gemini-2.5-flash,0
battle_06879,Hard Prompt,qwen3-235b-a22b-no-thinking,1
battle_06880,Hard Prompt,gemini-2.5-pro,1
battle_06880,Hard Prompt,gemini-2.5-flash,0
battle_06881,Hard Prompt,o3-2025-04-16,1
battle_06881,Hard Prompt,gemini-2.5-pro,0
battle_06882,Hard Prompt,o3-2025-04-16,1
battle_06882,Hard Prompt,gemini-2.5-pro-preview-05-06,0
battle_06883,Hard Prompt,grok-3-preview-02-24,1
battle_06883,Hard Prompt,chatgpt-4o-latest-20250326,0
battle_06884,Hard Prompt,qwen3-235b-a22b-no-thinking,1
battle_06884,Hard Prompt,o3-2025-04-16,0
battle_06885,Hard Prompt,gemini-2.5-pro,0
battle_06885,Hard Prompt,claude-opus-4-20250514,1
battle_06886,Hard Prompt,claude-opus-4-20250514,0
battle_06886,Hard Prompt,gemini-2.5-pro,1
battle_06887,Hard Prompt,chatgpt-4o-latest-20250326,0
battle_06887,Hard Prompt,gemini-2.5-pro,1
battle_06888,Hard Prompt,o3-2025-04-16,1
battle_06888,Hard Prompt,qwen3-235b-a22b-no-thinking,0
battle_06889,Hard Prompt,claude-opus-4-20250514,1
battle_06889,Hard Prompt,llama-4-maverick-03-26-experimental,0
battle_06890,Hard Prompt,qwen3-235b-a22b-no-thinking,0
battle_06890,Hard Prompt,claude-opus-4-20250514,1
battle_06891,Hard Prompt,claude-opus-4-20250514,0
battle_06891,Hard Prompt,grok-3-preview-02-24,1
battle_06892,Hard Prompt,qwen3-235b-a22b-no-thinking,0
battle_06892,Hard Prompt,llama-4-maverick-03-26-experimental,1
battle_06893,Hard Prompt,claude-opus-4-20250514,0
battle_06893,Hard Prompt,gemini-2.5-pro,1
battle_06894,Hard Prompt,gemini-2.5-pro,0
battle_06894,Hard Prompt,gemini-2.5-flash,1
battle_06895,Hard Prompt,deepseek-r1-0528,1
battle_06895,Hard Prompt,gemini-2.5-flash,0
battle_06896,Hard Prompt,qwen3-235b-a22b-no-thinking,0
battle_06896,Hard Prompt,gemini-2.5-pro,1
battle_06897,Hard Prompt,qwen3-235b-a22b-no-thinking,0
battle_06897,Hard Prompt,gemini-2.5-flash-preview-04-17,1
battle_06898,Hard Prompt,o3-2025-04-16,1
battle_06898,Hard Prompt,gemini-2.5-pro,0
battle_06899,Hard Prompt,gemini-2.5-pro,0
battle_06899,Hard Prompt,qwen3-235b-a22b-no-thinking,1
battle_06900,Hard Prompt,gemini-2.5-pro,1
battle_06900,Hard Prompt,kimi-k2-0711-preview,0
battle_06901,Hard Prompt,o3-2025-04-16,0
battle_06901,Hard Prompt,gemini-2.5-flash,1
battle_06902,Hard Prompt,o3-2025-04-16,0
battle_06902,Hard Prompt,gemini-2.5-pro,1
battle_06903,Hard Prompt,grok-3-preview-02-24,1
battle_06903,Hard Prompt,claude-opus-4-20250514-thinking-16k,0
battle_06904,Hard Prompt,chatgpt-4o-latest-20250326,0
battle_06904,Hard Prompt,grok-3-preview-02-24,1
battle_06905,Hard Prompt,llama-4-maverick-03-26-experimental,1
battle_06905,Hard Prompt,deepseek-r1-0528,0
battle_06906,Hard Prompt,kimi-k2-0711-preview,0
battle_06906,Hard Prompt,gemini-2.5-pro,1
battle_06907,Hard Prompt,deepseek-r1-0528,1
battle_06907,Hard Prompt,claude-opus-4-20250514,0
battle_06908,Hard Prompt,grok-3-preview-02-24,0
battle_06908,Hard Prompt,claude-opus-4-20250514-thinking-16k,1
battle_06909,Hard Prompt,gemini-2.5-pro-preview-03-25,0
battle_06909,Hard Prompt,o3-2025-04-16,1
battle_06910,Hard Prompt,chatgpt-4o-latest-20250326,1
battle_06910,Hard Prompt,claude-opus-4-20250514,0
battle_06911,Hard Prompt,grok-3-preview-02-24,1
battle_06911,Hard Prompt,kimi-k2-0711-preview,0
battle_06912,Hard Prompt,gemini-2.5-pro,0
battle_06912,Hard Prompt,claude-opus-4-20250514,1
battle_06913,Hard Prompt,qwen3-235b-a22b-no-thinking,0
battle_06913,Hard Prompt,gemini-2.5-pro,1
battle_06914,Hard Prompt,qwen3-235b-a22b-no-thinking,1
battle_06914,Hard Prompt,gemini-2.5-flash,0
battle_06915,Hard Prompt,gemini-2.5-flash,1
battle_06915,Hard Prompt,qwen3-235b-a22b-no-thinking,0
battle_06916,Hard Prompt,gemini-2.5-pro,1
battle_06916,Hard Prompt,llama-4-maverick-03-26-experimental,0
battle_06917,Hard Prompt,deepseek-r1-0528,0
battle_06917,Hard Prompt,gemini-2.5-flash-preview-04-17,1
battle_06918,Hard Prompt,claude-opus-4-20250514-thinking-16k,1
battle_06918,Hard Prompt,qwen3-235b-a22b-no-thinking,0
battle_06919,Hard Prompt,o3-2025-04-16,0
battle_06919,Hard Prompt,gemini-2.5-flash-preview-04-17,1
battle_06920,Hard Prompt,o3-2025-04-16,0
battle_06920,Hard Prompt,qwen3-235b-a22b-no-thinking,1
battle_06921,Hard Prompt,grok-3-preview-02-24,1
battle_06921,Hard Prompt,claude-opus-4-20250514-thinking-16k,0
battle_06922,Hard Prompt,qwen3-235b-a22b-no-thinking,1
battle_06922,Hard Prompt,chatgpt-4o-latest-20250326,0
battle_06923,Hard Prompt,claude-opus-4-20250514-thinking-16k,1
battle_06923,Hard Prompt,qwen3-235b-a22b-no-thinking,0
battle_06924,Hard Prompt,claude-opus-4-20250514-thinking-16k,1
battle_06924,Hard Prompt,gemini-2.5-flash-preview-04-17,0
battle_06925,Hard Prompt,claude-opus-4-20250514-thinking-16k,0
battle_06925,Hard Prompt,llama-4-maverick-03-26-experimental,1
battle_06926,Hard Prompt,chatgpt-4o-latest-20250326,0
battle_06926,Hard Prompt,gemini-2.5-pro-preview-03-25,1
battle_06927,Hard Prompt,o3-2025-04-16,1
battle_06927,Hard Prompt,claude-opus-4-20250514,0
battle_06928,Hard Prompt,grok-3-preview-02-24,1
battle_06928,Hard Prompt,chatgpt-4o-latest-20250326,0
battle_06929,Hard Prompt,gemini-2.5-flash,0
battle_06929,Hard Prompt,claude-opus-4-20250514,1
battle_06930,Hard Prompt,o3-2025-04-16,0
battle_06930,Hard Prompt,gemini-2.5-pro,1
battle_06931,Hard Prompt,claude-opus-4-20250514,0
battle_06931,Hard Prompt,qwen3-235b-a22b-no-thinking,1
battle_06932,Hard Prompt,chatgpt-4o-latest-20250326,0
battle_06932,Hard Prompt,gemini-2.5-pro-preview-03-25,1
battle_06933,Hard Prompt,claude-opus-4-20250514,1
battle_06933,Hard Prompt,gemini-2.5-pro,0
battle_06934,Hard Prompt,gemini-2.5-flash-preview-04-17,0
battle_06934,Hard Prompt,deepseek-r1-0528,1
battle_06935,Hard Prompt,grok-3-preview-02-24,1
battle_06935,Hard Prompt,claude-opus-4-20250514,0
battle_06936,Hard Prompt,claude-opus-4-20250514,1
battle_06936,Hard Prompt,claude-opus-4-20250514-thinking-16k,0
battle_06937,Hard Prompt,gemini-2.5-flash,1
battle_06937,Hard Prompt,qwen3-235b-a22b-no-thinking,0
battle_06938,Hard Prompt,claude-opus-4-20250514,0
battle_06938,Hard Prompt,gemini-2.5-flash,1
battle_06939,Hard Prompt,gemini-2.5-flash,0
battle_06939,Hard Prompt,claude-opus-4-20250514,1
battle_06940,Hard Prompt,chatgpt-4o-latest-20250326,1
battle_06940,Hard Prompt,gemini-2.5-pro,0
battle_06941,Hard Prompt,chatgpt-4o-latest-20250326,0
battle_06941,Hard Prompt,o3-2025-04-16,1
battle_06942,Hard Prompt,deepseek-r1-0528,0
battle_06942,Hard Prompt,gemini-2.5-flash,1
battle_06943,Hard Prompt,llama-4-maverick-03-26-experimental,0
battle_06943,Hard Prompt,chatgpt-4o-latest-20250326,1
battle_06944,Hard Prompt,claude-opus-4-20250514,0
battle_06944,Hard Prompt,claude-opus-4-20250514-thinking-16k,1
battle_06945,Hard Prompt,claude-opus-4-20250514,0
battle_06945,Hard Prompt,claude-opus-4-20250514-thinking-16k,1
battle_06946,Hard Prompt,claude-opus-4-20250514-thinking-16k,0
battle_06946,Hard Prompt,gemini-2.5-pro-preview-05-06,1
battle_06947,Hard Prompt,gemini-2.5-flash,1
battle_06947,Hard Prompt,claude-opus-4-20250514,0
battle_06948,Hard Prompt,qwen3-235b-a22b-no-thinking,0
battle_06948,Hard Prompt,gemini-2.5-flash,1
battle_06949,Hard Prompt,deepseek-r1-0528,0
battle_06949,Hard Prompt,gemini-2.5-pro,1
battle_06950,Hard Prompt,qwen3-235b-a22b-no-thinking,0
battle_06950,Hard Prompt,gemini-2.5-pro,1
battle_06951,Hard Prompt,kimi-k2-0711-preview,0
battle_06951,Hard Prompt,grok-3-preview-02-24,1
battle_06952,Hard Prompt,qwen3-235b-a22b-no-thinking,0
battle_06952,Hard Prompt,grok-3-preview-02-24,1
battle_06953,Hard Prompt,deepseek-r1-0528,0
battle_06953,Hard Prompt,gemini-2.5-flash,1
battle_06954,Hard Prompt,deepseek-r1-0528,1
battle_06954,Hard Prompt,qwen3-235b-a22b-no-thinking,0
battle_06955,Hard Prompt,deepseek-r1-0528,1
battle_06955,Hard Prompt,grok-4-0709,0
battle_06956,Hard Prompt,gemini-2.5-flash,0
battle_06956,Hard Prompt,o3-2025-04-16,1
battle_06957,Hard Prompt,gemini-2.5-pro-preview-05-06,1
battle_06957,Hard Prompt,claude-opus-4-20250514,0
battle_06958,Hard Prompt,gemini-2.5-flash-preview-04-17,1
battle_06958,Hard Prompt,deepseek-r1-0528,0
battle_06959,Hard Prompt,deepseek-r1-0528,0
battle_06959,Hard Prompt,o3-2025-04-16,1
battle_06960,Hard Prompt,gemini-2.5-pro,1
battle_06960,Hard Prompt,o3-2025-04-16,0
battle_06961,Hard Prompt,gemini-2.5-pro-preview-05-06,1
battle_06961,Hard Prompt,claude-opus-4-20250514,0
battle_06962,Hard Prompt,gemini-2.5-pro,1
battle_06962,Hard Prompt,grok-4-0709,0
battle_06963,Hard Prompt,qwen3-235b-a22b-no-thinking,1
battle_06963,Hard Prompt,llama-4-maverick-03-26-experimental,0
battle_06964,Hard Prompt,deepseek-r1-0528,1
battle_06964,Hard Prompt,o3-2025-04-16,0
battle_06965,Hard Prompt,llama-4-maverick-03-26-experimental,0
battle_06965,Hard Prompt,gemini-2.5-pro,1
battle_06966,Hard Prompt,llama-4-maverick-03-26-experimental,1
battle_06966,Hard Prompt,claude-opus-4-20250514,0
battle_06967,Hard Prompt,claude-opus-4-20250514,1
battle_06967,Hard Prompt,gemini-2.5-flash,0
battle_06968,Hard Prompt,kimi-k2-0711-preview,1
battle_06968,Hard Prompt,claude-opus-4-20250514-thinking-16k,0
battle_06969,Hard Prompt,o3-2025-04-16,1
battle_06969,Hard Prompt,qwen3-235b-a22b-no-thinking,0
battle_06970,Hard Prompt,claude-opus-4-20250514,0
battle_06970,Hard Prompt,llama-4-maverick-03-26-experimental,1
battle_06971,Hard Prompt,chatgpt-4o-latest-20250326,1
battle_06971,Hard Prompt,gemini-2.5-flash,0
battle_06972,Hard Prompt,chatgpt-4o-latest-20250326,0
battle_06972,Hard Prompt,grok-3-preview-02-24,1
